"id";"code";"d1";"d2";"d3";"d4";"d5";"d6";"d7";"d8"
708;"王朝酒业";"-73.9170";"-32.9840";"-137.7410";"-74.1360";"-4.6970";"-100.6320";"-205.5510";"-393.5230"
709;"神冠控股";"37.2480";"68.7940";"33.1940";"154.1630";"291.3900";"88.9620";"151.1490";"547.4760"
710;"远东环球";"90.8880";"86.2250";"100.9350";"88.3910";"59.9030";"71.4630";"48.9860";"57.7380"
711;"利亚零售";"67.3520";"57.1200";"150.3110";"159.1780";"139.6270";"51.8200";"30.7660";"121.0320"
712;"建业地产";"550.0110";"405.2560";"811.3650";"402.9730";"255.4370";"801.2900";"318.1980";"883.3010"
713;"华讯";"35.3500";"57.1110";"110.9980";"71.7580";"29.2100";"41.4100";"22.7560";"45.2320"
714;"康大食品";"6.1200";"-15.7830";"1.1390";"6.2950";"29.4830";"15.7980";"2.6550";"-28.0600"
715;"亚洲煤业";"-36.8950";"-18.6700";"-56.9140";"-27.2440";"-50.3380";"-19.5770";"-25.1440";"-14.2310"
716;"华润电力";"2959.1270";"4623.3230";"1853.5540";"5336.0940";"7708.3730";"10025.2410";"6812.7960";"9214.8580"
717;"谭木匠";"64.4810";"120.2160";"61.3740";"114.0030";"57.9260";"119.9060";"63.2400";"128.7620"
718;"亿和控股";"46.0870";"133.6990";"75.3890";"53.4860";"205.4690";"22.9980";"118.1350";"277.1250"
719;"天业节水";"-10.0910";"-3.9730";"1.3487";"-57.3386";"3.5730";"5.4710";"0.6430";"-6.7939"
720;"木薯资源";"33.1550";"6.3930";"17.0580";"5.8940";"16.6130";"60.7760";"173.1800";"58.7210"
721;"理士国际";"68.4970";"242.8850";"92.2160";"241.8980";"112.6380";"106.5790";"-16.3750";"81.7910"
722;"广泰国际控股";"-18.1920";"-30.4290";"-12.4820";"-12.5390";"-4.0980";"-6.9540";"-19.7020";"25.6710"
723;"恒盛地产";"-1676.9110";"-2608.6180";"-1470.7880";"-4021.0110";"-1999.9320";"-3877.9220";"-996.6200";"-2995.9890"
724;"明发集团";"26.0940";"63.2960";"829.3100";"352.7480";"1399.2290";"510.2780";"1764.7450";"593.7700"
725;"茂业国际";"379.3070";"1071.9730";"535.9990";"86.7550";"298.6270";"46.3820";"316.7010";"1364.6920"
726;"投融长富";"29.7140";"117.7600";"-227.0590";"-12.0760";"52.3540";"-148.3050";"-29.4590";"-151.1550"
727;"盛源控股";"-40.0280";"-184.5070";"-123.0150";"-16.9110";"-52.4910";"-34.3850";"0.8880";"-40.2460"
728;"海峡石油化工";"-144.5390";"21.2340";"37.3250";"32.4270";"172.1570";"33.0640";"-42.1060";"-354.7150"
729;"微创医疗";"23.7690";"18.8230";"21.3720";"14.1410";"4.6890";"-12.0860";"-2.9610";"23.9970"
730;"威雅利";"111.9560";"60.1530";"14.5720";"37.5140";"-71.6050";"-39.2240";"31.9570";"13.6970"
731;"中国水务";"1140.5180";"537.0150";"853.6340";"287.4330";"429.0520";"551.7580";"370.8580";"236.4790"
732;"伟仕佳杰";"361.9760";"716.4410";"265.5480";"551.9150";"265.1680";"450.3810";"286.7340";"607.3740"
733;"中国石油";"27088.0000";"10153.0000";"5701.0000";"22798.0000";"7857.0000";"17366.0000";"12676.0000";"1731.0000"
734;"精优药业";"29.9300";"17.7260";"20.7960";"4.7200";"32.7810";"-33.5930";"565.4570";"612.8010"
735;"中昌国际控股";"20.7020";"3.0790";"34.1060";"4.8310";"0.6680";"1.5710";"486.1690";"123.6000"
736;"力世纪";"-147.2210";"-90.1080";"-32.6730";"34.1350";"-34.6220";"-199.6260";"-34.8640";"-817.5730"
737;"神州控股";"137.4930";"-413.0060";"432.5980";"-451.7340";"389.3140";"661.6760";"700.9530";"551.9000"
738;"远见控股";"9.8190";"-14.9990";"10.4030";"-46.0550";"-26.8030";"-12.7620";"-45.1890";"-7.1520"
739;"品牌中国";"-5.0630";"-14.9363";"-59.2147";"10.0446";"37.3568";"-208.9219";"13.7524";"2.0332"
740;"永利地产发展 ";"12.5840";"49.5520";"21.2720";"-1.0580";"25.9910";"1.1220";"71.8560";"82.9550"
741;"建德国际控股";"3.3410";"-7.7800";"21.6950";"0.7130";"22.2000";"-518.9560";"-117.4770";"-79.2310"
742;"中国秦发";"3158.3490";"151.4170";"-442.5220";"-330.5420";"-6011.1840";"-1183.4260";"-707.0290";"-381.5550"
743;"康哲药业";"957.5440";"1674.8070";"804.9530";"1375.9360";"653.7940";"995.9350";"495.0490";"636.2130"
744;"信义玻璃";"2007.5240";"1635.9240";"4013.7640";"3213.4280";"1369.1220";"2113.1430";"944.8760";"1363.6800"
745;"彩星玩具";"-30.5430";"55.7640";"36.5910";"110.2060";"95.1970";"276.2450";"156.3390";"490.6720"
746;"中国疏浚环保";"20.0250";"71.0400";"52.2150";"68.7940";"62.0400";"-197.8640";"68.5770";"92.5240"
747;"启迪国际";"-49.6354";"-75.2833";"-34.5065";"-30.6082";"-0.3541";"-144.6986";"-59.8744";"-96.0806"
748;"中国泰丰床品";"-1188.0100";"39.7090";"297.4820";"518.0760";"257.0700";"253.7410";"440.1030";"226.1450"
749;"白云山";"1158.1401";"2618.9997";"484.6621";"905.1693";"2061.6519";"1485.6513";"1056.4223";"831.8065"
750;"中国金控";"-34.3980";"-3.8930";"-72.9290";"-520.6830";"-277.1990";"-42.3970";"-90.9020";"-164.1690"
751;"佳兆业健康";"1.1050";"6.9340";"-15.1880";"3.9110";"9.5140";"-30.6130";"-22.9550";"-35.5360"
752;"昂纳科技集团";"111.8540";"208.8670";"73.7040";"130.6030";"82.5350";"45.0110";"25.8520";"43.3440"
753;"金朝阳集团";"491.0340";"1200.7810";"319.6160";"2824.7470";"59.2250";"-52.6040";"290.1220";"1625.1600"
754;"澳博控股";"1498.1000";"955.4000";"1963.4000";"1097.4000";"2326.5000";"2465.0000";"1791.0000";"6730.7000"
755;"中升控股";"1837.9580";"3350.4130";"1356.1510";"1860.2280";"612.9810";"460.9640";"310.4050";"750.9050"
756;"天津发展";"221.4440";"488.8370";"284.1370";"515.2140";"318.9750";"562.3510";"737.0090";"337.4000"
757;"中海油";"25477.0000";"24677.0000";"16250.0000";"637.0000";"-7735.0000";"20246.0000";"14733.0000";"60199.0000"
758;"旭辉控股集团 ";"3419.1850";"4828.1050";"2156.2330";"838.4800";"2807.5490";"2095.4640";"802.3340";"1861.1490"
759;"仁天科技控股";"-491.3070";"202.6280";"226.4900";"154.4460";"54.2220";"38.2580";"881.8370";"347.0120"
760;"银基集团";"-135.9770";"-39.3420";"6.1500";"130.4080";"-130.5820";"75.8460";"-19.0980";"32.1830"
761;"英皇钟表珠宝";"157.1840";"159.6910";"39.1170";"-64.8210";"-120.0820";"-68.6310";"138.1420";"-54.1200"
762;"贝森金融";"-22.1710";"-45.2600";"-6.5770";"-10.9720";"-11.8480";"-47.9130";"-13.0460";"70.5870"
763;"连达科技控股";"13.1380";"43.0910";"3.8000";"21.9240";"9.3670";"2.8020";"12.5750";"32.6380"
764;"利邦";"-196.7510";"-257.0350";"-608.3480";"-441.4760";"-200.3900";"-88.5180";"-47.4120";"160.8640"
765;"中国铁钛";"-400.3730";"-349.4900";"-111.3270";"-773.7420";"-217.5470";"-1105.5190";"-865.4820";"-366.3810"
766;"万裕科技";"29.2150";"48.1770";"-14.9050";"18.8590";"-28.5130";"-45.0950";"-46.7840";"43.2570"
767;"东江环保";"326.2292";"372.5950";"265.9358";"220.1471";"121.4426";"103.9756";"533.8138";"473.3760"
768;"兴胜创建";"616.2980";"101.1340";"516.9390";"72.4460";"160.7530";"419.2020";"635.7010";"132.0670"
769;"位元堂";"-115.5810";"-38.2680";"-40.4920";"-93.3030";"25.3870";"67.6500";"120.9790";"163.3740"
770;"万事昌国际";"2.3540";"651.4940";"147.3510";"516.4300";"150.1910";"659.6030";"119.1200";"480.0880"
771;"亚洲资源";"-123.9890";"-92.7940";"-59.1860";"-76.2050";"-10.6490";"-63.4400";"-157.1520";"-47.0170"
772;"Aeon信贷";"173.7840";"231.2310";"119.1780";"91.6180";"371.1480";"298.7960";"274.0180";"226.0070"
773;"鹰力投资";"-24.8096";"-45.2486";"-20.8920";"-76.8152";"0.5049";"-60.4029";"-12.7328";"-25.2027"
774;"华能国电";"1988.9198";"2814.3638";"1731.3720";"1218.9681";"651.9793";"1579.8360";"11130.9138";"6176.8400"
775;"冠捷科技";"-10.3420";"-7.9930";"-50.6140";"38.5230";"-19.3540";"0.2540";"9.8920";"21.3370"
776;"中绿";"-541.1950";"-11.4950";"-961.1130";"-1146.8160";"-269.5460";"-33.9550";"-269.5490";"-474.6990"
777;"环球大通投资";"-56.8640";"26.4680";"-27.4010";"-87.0700";"-78.4330";"-64.0530";"27.5000";"-17.6040"
778;"中粮包装";"143.1720";"310.5110";"168.0550";"294.0710";"151.0100";"282.8980";"196.0790";"345.8550"
779;"高雅光学";"-14.1170";"-14.9580";"-46.1640";"8.0380";"-86.7290";"-36.6210";"-84.2300";"-41.7750"
780;"珠海控股投资";"76.2740";"61.4790";"72.5840";"25.1310";"19.2570";"124.7030";"14.1780";"59.3430"
781;"中大国际";"-7.3880";"-8.5270";"-5.2570";"-5.8570";"-2.9870";"-9.1500";"-4.9010";"-8.7730"
782;"中国三迪";"156.3260";"-169.3890";"-49.4940";"125.8820";"107.3680";"161.0760";"-266.5060";"-148.8570"
783;"前海健康";"12.1140";"35.8610";"-525.7100";"18.1660";"-129.8720";"-438.3960";"205.3530";"438.3900"
784;"信佳国际";"74.1110";"41.7930";"61.7450";"40.1110";"80.0380";"39.0350";"170.4060";"149.1560"
785;"合一投资";"-17.4010";"-529.3340";"-613.3340";"112.6860";"-368.8360";"-60.5250";"564.3650";"267.9080"
786;"安徽海螺水泥股份";"12964.0990";"6738.7330";"2153.2177";"4778.0699";"15898.6890";"9808.6537";"5968.4206";"1155.0942"
787;"道和环球";"-11.3020";"0.2900";"-76.1870";"-73.4340";"2.2490";"-0.5600";"2.1700";"1.6760"
788;"龙源电力";"3072.4990";"1900.6250";"3688.0530";"2808.6330";"2641.1870";"2415.0590";"2284.4600";"1137.8470"
789;"国能国际资产";"13.3390";"29.4970";"-12.7490";"2.1730";"10.5350";"-25.5930";"0.5100";"17.1190"
790;"现代美容";"-22.8550";"-1.7020";"15.6200";"33.2620";"10.3670";"5.6670";"68.8490";"45.4980"
791;"海信科龙";"802.9580";"672.0989";"1997.5301";"1087.7321";"580.3351";"559.2794";"505.7177";"672.4786"
792;"安贤园中国";"16.7300";"5.7520";"6.2400";"11.4860";"9.4650";"2.2550";"37.4250";"5.6090"
793;"综合环保集团";"-80.9650";"-27.0650";"-81.2010";"-28.0050";"-104.0780";"-53.8020";"-149.6070";"-64.7590"
794;"北京建设";"-158.5530";"300.9160";"-107.0100";"-115.0560";"115.3750";"276.7860";"192.8980";"166.8760"
795;"碧生源";"-26.1950";"4.0860";"27.3920";"3.6820";"-68.7140";"92.2910";"39.2920";"45.0350"
796;"富士高实业";"30.5180";"24.7470";"2.7700";"-11.8560";"11.2590";"-11.4060";"12.6020";"-1.8910"
797;"莲和医疗";"-94.2420";"-37.6740";"-43.0740";"-14.5730";"-34.3370";"-45.3330";"-21.1190";"-27.7220"
798;"国际精密";"45.6180";"114.8080";"110.2010";"68.0140";"51.3550";"86.0930";"45.1420";"94.8450"
799;"中国天然气";"-36.2600";"-71.4280";"-123.7290";"92.0230";"18.1960";"401.0590";"6.2060";"293.7320"
800;"顺腾国际控股";"12.7460";"-139.2170";"-1.1810";"10.4210";"7.4320";"10.5620";"0.4830";"31.5210"
801;"光汇石油";"412.0000";"-523.0000";"844.0000";"1386.7320";"561.1410";"599.3000";"544.8920";"-721.6500"
802;"中石化冠德";"755.8500";"1207.9280";"704.1210";"512.9530";"1026.8520";"1005.2590";"1018.3640";"435.0570"
803;"龙翔集团";"41.8000";"50.2760";"25.4130";"70.5980";"40.0990";"77.1180";"38.8380";"80.9330"
804;"鹏程亚洲";"-2.7260";"-10.1000";"-47.4490";"-72.1430";"-25.8110";"-42.0350";"-13.0490";"-11.0790"
805;"民生国际";"-121.9260";"-92.6500";"-30.2790";"-81.3340";"51.1920";"19.3020";"10.9790";"6.9770"
806;"建设银行";"214108.0000";"147027.0000";"73815.0000";"242264.0000";"201242.0000";"138339.0000";"70012.0000";"231460.0000"
807;"中国动物保健品";"-7.1710";"-1816.0360";"129.5870";"-83.0200";"16.2910";"0.7660";"186.3330";"60.3010"
808;"中国移动";"65641.0000";"114279.0000";"62675.0000";"108741.0000";"60572.0000";"108539.0000";"57265.0000";"109279.0000"
809;"意科控股";"92.2570";"-43.6640";"-39.2370";"-7.8150";"-49.0900";"-22.2480";"-19.8760";"-13.9430"
810;"宏利金融-S";"2104.0000";"2929.0000";"2191.0000";"723.0000";"3501.0000";"818.0000";"3130.0000";"799.0000"
811;"摩比发展";"7.4090";"-48.5090";"8.3350";"65.8490";"58.2510";"89.6560";"52.2930";"97.5760"
812;"阿尔法企业";"-175.6320";"10.6960";"1.1235";"0.2286";"0.3745";"-50.1606";"-0.6125";"-50.4755"
813;"李氏大药厂";"70.1780";"232.5590";"186.8940";"125.0700";"46.3800";"53.1070";"252.0020";"164.6090"
814;"超威动力";"102.3950";"281.2690";"454.8160";"503.7960";"310.7560";"331.6690";"137.2930";"-28.9550"
815;"中国通海金融";"30.7580";"-57.9470";"43.2850";"21.4520";"-1.0230";"24.6880";"36.0370";"40.7720"
816;"邵氏兄弟控股";"4.9160";"2.0510";"-7.2250";"-31.2510";"-105.8730";"-20.3370";"-68.5410";"-165.1750"
817;"常茂生物";"14.1970";"3.3820";"0.6080";"33.1720";"20.7160";"45.2740";"14.8450";"37.2230"
818;"新天绿色能源";"822.2000";"939.6160";"601.3510";"541.5740";"353.2290";"168.3530";"275.9460";"335.0530"
819;"华能新能源";"2348.9090";"3011.7360";"2031.7880";"2658.8630";"1859.5490";"1133.9360";"1121.0290";"686.0570"
820;"奥玛仕国际";"-52.7720";"-13.7970";"-983.8690";"-43.1360";"-16.6940";"-15.1930";"-40.2400";"-17.7720"
821;"龙湖集团";"5429.6500";"12598.5970";"4404.8900";"9152.9530";"3730.4510";"8988.0370";"3835.6650";"8353.6320"
822;"中国太平";"5209.1060";"2364.5080";"6136.1870";"4831.6490";"3099.3080";"6341.2360";"5857.6940";"4041.6820"
823;"桑德国际";"317.4150";"484.8420";"385.2490";"455.4250";"502.9430";"242.5100";"423.3470";"288.8440"
824;"信义光能";"1213.9530";"2332.0310";"1254.9090";"1115.8230";"1985.6300";"1205.5970";"601.0050";"492.9720"
825;"华联国际";"-54.7300";"-91.9930";"-25.3390";"-572.3890";"-545.3000";"-96.8760";"-120.9090";"-210.0830"
826;"耀莱集团";"664.5650";"4.9690";"87.8450";"34.2140";"-32.3280";"-23.2910";"-455.6850";"3.4860"
827;"L'OCCITANE  ";"96.3130";"11.0770";"131.9100";"25.9890";"110.3430";"19.4090";"122.3830";"36.6490"
828;"中国顺客隆";"7.7760";"11.6810";"24.3970";"8.8280";"23.3760";"14.7440";"12.6640";"28.6310"
829;"MONGOL MINING";"29.5280";"311.0130";"-154.2480";"311.6500";"-61.7200";"-187.7630";"-79.0500";"-58.0730"
830;"齐合环保";"331.6000";"197.9000";"426.8000";"-170.4980";"-1138.8040";"-439.8930";"-949.6410";"-1057.9800"
831;"招商局置地";"427.0870";"1638.1240";"287.8210";"811.4490";"50.5010";"185.4160";"380.2450";"130.6840"
832;"绿色能源集团";"-2.4950";"-3.1180";"-1.1480";"-36.6300";"-8.8380";"-43.1480";"-14.8810";"-36.1980"
833;"联华超市";"39.3700";"-282.7600";"-449.9550";"-4.8200";"2.9440";"-496.9910";"21.0070";"31.0330"
834;"中芯国际";"80.9760";"51.5990";"29.3770";"179.6790";"106.0620";"159.0610";"69.7910";"376.6300"
835;"华金国际资本";"-29.6640";"11.2970";"0.3440";"-28.9850";"8.6090";"13.1300";"10.4590";"17.6650"
836;"瑞安建业";"-79.0000";"-197.0000";"-613.0000";"-1126.0000";"-1382.0000";"-711.0000";"-629.0000";"-1374.0000"
837;"永旺";"-50.4840";"-54.7490";"-71.9970";"-23.2280";"-82.9160";"93.1700";"48.6590";"257.5650"
838;"中誉集团";"-12.7190";"-81.5580";"49.5730";"-304.9770";"-68.3200";"18.6060";"28.1720";"84.3410"
839;"中国环保能源";"-337.4380";"-332.3700";"187.2540";"27.4650";"-102.5620";"-107.5880";"-147.8820";"-1414.6070"
840;"中国再生能源投资";"55.6900";"60.3300";"34.5990";"61.0980";"44.3090";"40.4540";"36.2280";"14.4620"
841;"丝路物流控股";"-53.2900";"670.5200";"-679.0070";"-41.9390";"-179.9120";"-1291.9900";"-244.1440";"-376.9880"
842;"广泽国际发展";"50.3340";"70.7930";"97.6770";"12.1080";"-118.1070";"-16.3670";"-22.7130";"-35.9110"
843;"荣晖国际";"16.4530";"21.3490";"-25.9370";"5.3830";"-24.3000";"-23.3830";"-17.7340";"-22.2530"
844;"大唐发电";"1216.8380";"898.6120";"630.9560";"541.4130";"1708.0750";"-3145.3740";"1909.2980";"683.3310"
845;"联想集团";"77.0440";"-189.3230";"66.7520";"-72.2900";"535.0840";"428.2170";"-222.0160";"329.7820"
846;"华融金控";"-1156.3420";"964.0930";"584.1490";"217.7210";"550.9140";"139.3970";"75.1880";"32.4950"
847;"安徽皖通高速公路";"551.3810";"268.0628";"293.5458";"1083.2350";"700.7614";"825.9824";"520.1070";"254.2139"
848;"嘉年华国际";"-68.5820";"394.7000";"123.7400";"-156.4060";"-205.9210";"120.4530";"100.4850";"43.0180"
849;"普汇中金国际";"-77.8770";"-0.3930";"-75.8650";"1.3370";"157.6630";"245.8140";"-80.1890";"-38.8110"
850;"中信银行";"25721.0000";"12166.0000";"42566.0000";"34738.0000";"24011.0000";"11389.0000";"41629.0000";"34543.0000"
851;"I.T";"112.5110";"430.5560";"59.7540";"314.0470";"38.6330";"209.0110";"-31.2520";"312.4710"
852;"北青传媒";"-224.8060";"-39.5130";"-85.2510";"-58.8380";"-16.1620";"-45.3720";"6.4620";"10.5060"
853;"沪港联合";"-147.7120";"48.4680";"-25.1960";"101.7760";"70.1050";"42.6500";"215.5330";"47.9610"
854;"威铖国际";"-8.8510";"15.5180";"5.1160";"13.4840";"-32.5030";"1.1210";"-23.1660";"-7.5900"
855;"欢喜传媒";"-111.6080";"-1253.7450";"-95.1590";"-35.5100";"-568.0030";"-92.7960";"-6.0670";"-13.1440"
856;"中国智慧能源";"-236.7380";"-351.8040";"-150.0540";"-101.4320";"-275.5370";"-232.0090";"-28.7780";"-118.0840"
857;"美力时集团";"49.9160";"112.6700";"122.6540";"46.1840";"50.6900";"387.8730";"36.6550";"117.8980"
858;"长寿花食品";"159.3160";"295.5210";"128.8160";"263.2430";"119.2480";"210.7710";"107.3040";"266.2790"
859;"龙辉国际控股";"-5.8370";"-2.7260";"-5.0990";"-8.8350";"-4.1650";"-3.4110";"-3.4140";"-1606.9970"
860;"贵联控股";"132.7030";"98.0500";"138.0250";"285.8270";"122.4500";"386.3720";"203.6560";"453.7110"
861;"国际娱乐";"-67.2780";"-31.4860";"17.6920";"-6.4390";"31.7030";"30.5280";"45.9440";"26.5840"
862;"太睿国际控股";"-5.8180";"-2.6860";"-1.4530";"-4.9940";"-9.3580";"-25.2530";"-11.2730";"17.2680"
863;"泰凌医药";"82.9400";"80.6730";"165.1950";"116.1810";"50.0680";"87.6940";"36.4900";"2.0870"
864;"伟俊集团控股";"-33.5050";"-14.5210";"-48.8530";"-19.7820";"-19.3700";"-56.7470";"-29.1130";"-12.2710"
865;"康宏环球";"-140.5270";"-95.5220";"7.9160";"-467.2580";"246.1730";"43.5060";"130.5220";"97.7040"
866;"赛伯乐国际控股";"-54.8080";"-139.0580";"-90.1400";"-138.6950";"-63.1080";"-271.4320";"-115.0330";"-173.7020"
867;"麦达斯控股-S";"108.3060";"51.2490";"84.2560";"28.7150";"100.8210";"28.6820";"9.9860";"57.1920"
868;"飞鱼科技";"-37.4420";"-50.1830";"-377.4550";"-151.0020";"-76.4550";"65.8820";"51.4180";"63.9700"
869;"时代集团控股 ";"256.6750";"144.6990";"211.0820";"370.1420";"116.4240";"198.3130";"411.9470";"208.0350"
870;"环球实业科技";"-11.1330";"8.0770";"2.6600";"-22.4060";"-44.4120";"-25.1710";"-17.5980";"32.6940"
871;"中国集成控股";"8.1140";"8.1300";"3.5300";"6.1240";"25.2290";"25.4580";"73.1680";"34.9630"
872;"千百度";"-14.0970";"20.4920";"39.0550";"206.2530";"90.4120";"257.4920";"110.9850";"242.2240"
873;"铁货";"-15.6190";"113.2540";"-9.7220";"-9.9450";"-18.2260";"-508.9690";"-317.6440";"-198.5700"
874;"新城发展控股";"1595.5480";"3793.9980";"357.6240";"1383.9530";"490.7560";"1030.8900";"348.1000";"1025.7210"
875;"金利丰金融";"1348.6260";"908.8870";"1700.3740";"1484.9430";"744.4200";"923.3800";"1259.6360";"579.0180"
876;"中石化油服";"-2132.1480";"615.7310";"-1345.3660";"30.1290";"-10556.1320";"-16198.2420";"-8857.9920";"-3306.0050"
877;"ＢＢＩ生命科技";"37.7350";"64.4460";"29.8280";"60.1830";"28.7330";"50.3440";"40.6820";"21.2830"
878;"万科置业海外";"170.9640";"155.1490";"46.2440";"131.3200";"62.0060";"161.7050";"85.1030";"137.5550"
879;"云智汇科技";"-20.0380";"25.2030";"49.2150";"65.7930";"48.6300";"-97.5990";"-39.7240";"1.4640"
880;"长江基建集团";"5942.0000";"10256.0000";"5657.0000";"9636.0000";"5511.0000";"11162.0000";"5253.0000";"31782.0000"
881;"鑫网易商";"-29.6820";"-66.4130";"86.1910";"-176.6040";"-6.1360";"-573.9780";"-411.6510";"-454.7580"
882;"林达控股";"-6.6220";"5.3580";"28.3440";"-138.2910";"-251.3430";"-138.3440";"122.6270";"-92.2100"
883;"光宇国际集团科技";"204.7170";"235.4030";"5.1850";"139.8830";"126.0040";"5.2320";"20.1570";"32.1540"
884;"恒安国际";"1946.9070";"1853.9350";"3794.0410";"1635.0400";"3259.8630";"3596.8210";"1967.8320";"3915.8180"
885;"亚太卫星";"279.5580";"504.5570";"241.9510";"493.6080";"242.1200";"513.8310";"508.0450";"285.2440"
886;"寰宇娱乐文化";"-135.2840";"-114.3280";"-39.4960";"-6.0280";"-140.7900";"-94.6450";"-24.3270";"161.9560"
887;"毅兴行";"46.1710";"22.5690";"34.4300";"19.8700";"-26.4920";"-24.6050";"25.2250";"2.1020"
888;"煜新控股";"4.6580";"0.4880";"-3.4920";"2.5140";"-1.2840";"-9.2736";"-10.8945";"-11.2660"
889;"时富投资";"-83.1060";"202.9600";"45.4820";"-31.1390";"-12.7900";"15.2290";"2.4220";"12.4050"
890;"嘉利国际";"182.5630";"81.1680";"168.3330";"76.8600";"117.0760";"59.7990";"76.2980";"38.6280"
891;"国际资源  ";"34.2330";"18.4990";"127.9380";"31.2490";"125.4820";"59.4230";"37.7580";"62.7370"
892;"越秀交通基建";"462.4230";"947.9420";"380.0700";"918.8170";"349.6190";"532.0860";"320.9330";"609.3700"
893;"重庆钢铁股份";"761.9600";"-998.4820";"-593.8740";"350.3890";"-4685.9560";"320.0860";"-882.0750";"-3091.2640"
894;"南方航空";"2095.0000";"1550.0000";"2544.0000";"5961.0000";"7050.0000";"6441.0000";"2772.0000";"2693.0000"
895;"浙江世宝";"-5.8565";"39.7151";"17.9477";"-5.5462";"63.4875";"32.6561";"41.0790";"50.8362"
896;"粤海制革";"-48.0150";"-99.6230";"-32.4640";"-39.9940";"-21.8360";"-38.3490";"-13.1260";"1.9980"
897;"看通集团";"-1643.8880";"-1756.5800";"-1610.3490";"-17.7610";"28.1330";"8.9270";"-11.7640";"2.1480"
898;"阿里影业";"-1658.6470";"-950.2590";"-485.0000";"-465.8690";"-958.5760";"466.0400";"-151.8190";"-417.2760"
899;"亿胜生物科技";"98.9160";"167.2987";"77.1200";"136.2844";"61.9870";"104.8952";"51.6420";"75.2731"
900;"国开国际投资";"110.2290";"176.9612";"6.3818";"146.6752";"113.2610";"89.7925";"65.6467";"48.5589"
